2722	Инспекция Министерства Российской Федерации по налогам и сборам по Кировскому району г.Хабаровска
2722	Межрайонная инспекция Федеральной налоговой службы № 6 по Хабаровскому краю
2724	Инспекция Федеральной налоговой службы по Железнодорожному району г.Хабаровска
1837	Межрайонная Инспекция Министерства Российской Федерации по налогам сборам № 2 по Удмуртской Республике
1837	Межрайонная инспекция Федеральной налоговой службы № 2 по Удмуртской Республике
8906	Инспекция Министерства Российской Федерации по налогам и сборам по г. Муравленко Ямало-Ненецкого автономного округа
8906	Инспекция Федеральной налоговой службы по г.Муравленко Ямало-Ненецкого автономного округа
8905	Межрайонная инспекция Федеральной налоговой службы №5 по Ямало-Ненецкому автономному округу
6118	Инспекция МНС России по Мартыновскому району Ростовской области
6118	Инспекция Федеральной налоговой службы по Мартыновскому району Ростовской области
6185	Межрайонная инспекция Федеральной налоговой службы №15 по Ростовской области
6377	Межрайонная инспекция Федеральной налоговой службы № 8 по Самарской области
3702	Инспекция Министерства Российской Федерации по налогам и сборам по г. Иваново
3702	Инспекция Федеральной налоговой службы по г. Иваново
6194	Межрайонная инспекция Федеральной налоговой службы № 24 по Ростовской области
3668	Межрайонная инспекция Федеральной налоговой службы № 12 по Воронежской области
2641	Межрайонная инспекция Федеральной налоговой службы № 1 по Ставропольскому краю
7449	Инспекция Федеральной налоговой службы по Ленинскому району г. Челябинска
5077	Межрайонная инспекция Федеральной налоговой службы России №6 по Московской области
5043	Межрайонная инспекция Федеральной налоговой службы №11 по Московской области
3457	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 7 по Волгоградской области
3457	Межрайонная инспекция Федеральной налоговой службы № 7 по Волгоградской области
2032	Межрайонная инспекция Федеральной налоговой службы №2 по Чеченской Республике
7207	Межрайонная инспекция Федеральной налоговой службы №8 по Тюменской области
5321	Инспекция МНС России по г. Великий Новгород
3252	Межрайонная инспекция Федеральной налоговой службы № 7 по Брянской области
2209	Инспекция Министерства Российской Федерации по налогам и сборам по г.Рубцовску Алтайского края
2209	Межрайонная инспекция Федеральной налоговой службы № 12 по Алтайскому Краю
6617	Межрайонная инспекция Федеральной налоговой службы России №14 по Свердловской области
5075	Инспекция Федеральной налоговой службы по Рузскому району Московской области
5075	Межрайонная инспекция Федеральной налоговой службы №21 по Московской области
5050	Инспекция Министерства Российской Федерации по налогам и сборам по городу Щелково Московской области
5050	Межрайонная инспекция Федеральной налоговой службы №16 по Московской области
2256	Межрайонная инспекция Федеральной налоговой службы № 13 по Алтайскому краю
6116	Инспекция Федеральной налоговой службы по Константиновскому району Ростовской области
6190	Межрайонная инспекция Федеральной налоговой службы №20 по Ростовской области
2632	Инспекция Федеральной налоговой службы по г. Пятигорску Ставропольского края
5022	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №7 по Московской области
5022	Межрайонная инспекция Федеральной налоговой службы №7 по Московской области
4101	Инспекция Федеральной налоговой службы по г.Петропавловску-Камчатскому
4501	Инспекция Федеральной налоговой службы по г.Кургану
7309	Межрайонная инспекция Федеральной налоговой службы №4 по Ульяновской области
0726	Инспекция Федеральной налоговой службы № 2 по г.Нальчику Кабардино-Балкарской Республики
7232	Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области
2128	Инспекция Федеральной налоговой службы по Ленинскому району г.Чебоксары
0913	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 3 по Карачаево-Черкесской Республике
0918	Межрайонная инспекция Федеральной налоговой службы № 4 по Карачаево-Черкесской Республике
0900	Управление Федеральной налоговой службы по Карачаево-Черкесской республике
7608	Межрайонная инспекция Федеральной налоговой службы №1 по Ярославской области
7627	Межрайонная инспекция Федеральной налоговой службы № 7 по Ярославской области
5040	Межрайонная инспекция Федеральной налоговой службы №1 по Московской области
6166	Инспекция Федеральной налоговой службы по Первомайскому району г.Ростова-на-Дону
6182	Межрайонная инспекция Федеральной налоговой службы №12 по Ростовской области
5933	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 3 по Пермской области и Коми-Пермяцкому автономному округу
5933	Межрайонная инспекция Федеральной налоговой службы № 3 по Пермской области и Коми-Пермяцкому автономному округу
5933	Межрайонная инспекция Федеральной налоговой службы № 3 по Пермскому краю
5074	Межрайонная инспекция Федеральной налоговой службы №5 по Московской области
1719	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 1 по Республике Тыва
1719	Межрайонная инспекция Федеральной налоговой службы № 1 по Республике Тыва
5013	Инспекция Федеральной налоговой службы по г.Жуковскому Московской области
0546	Межрайонная инспекция Федеральной налоговой службы № 8 по Республике Дагестан
2628	Инспекция Федеральной налоговой службы по г. Кисловодску Ставропольского края
5007	Инспекция Федеральной налоговой службы по г.Дмитрову Московской области
0916	Межрайонная инспекция Федеральной налоговой службы № 1 по Карачаево-Черкесской Республике
0107	Межрайонная инспекция Федеральной налоговой службы №3 по Республике Адыгея
2204	Межрайонная инспекция Федеральной налоговой службы №1 по Алтайскому Краю
1685	Межрайонная инспекция Федеральной налоговой службы №5 по Республике Татарстан
1690	Межрайонная инспекция Федеральной налоговой службы № 18 по Республике Татарстан
6673	Инспекция Федеральной налоговой службы по Орджоникидзевскому району г.Екатеринбурга
6686	Межрайонная инспекция Федеральной налоговой службы №32 по Свердловской области
6678	Межрайонная инспекция Федеральной налоговой службы №24 по Свердловской области
2337	Инспекция Федеральной налоговой службы по г. Крымску Краснодарского края
2375	Межрайонная инспекция Федеральной налоговой службы № 16 по Краснодарскому краю
7602	Инспекция Федеральной налоговой службы по Дзержинскому району г.Ярославля
1215	Инспекция Министерства Российской Федерации по налогам и сборам по г.Йошкар-Оле Республики Марий Эл
1215	Инспекция Федеральной налоговой службы по г. Йошкар-Оле
5252	Межрайонная инспекция Федеральной налоговой службы № 7 по Нижегородской области
6906	Межрайонная инспекция Федеральной налоговой службы № 2 по Тверской области
6952	Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области
7148	Межрайонная инспекция Федеральной налоговой службы №8 по Тульской области
6174	Межрайонная инспекция Федеральной налоговой службы № 4 по Ростовской области
6372	Межрайонная инспекция Федеральной налоговой службы № 14 по Самарской области
0701	Межрайонная инспекция Федеральной налоговой службы №2 по Кабардино-Балкарской Республике (Территориальный участок №0701 по Баксанскому району)
0718	Межрайонная инспекция Федеральной налоговой службы №2 по Кабардино-Балкарской Республике
2901	Инспекция Федеральной налоговой службы по г.Архангельску
3241	Межрайонная инспекция Федеральной налоговой службы № 1 по Брянской области
7325	Инспекция Федеральной налоговой службы по Ленинскому району г.Ульяновска
2827	Межрайонная инспекция ФНС России № 6 по Амурской области
2801	Межрайонная инспекция ФНС России № 1 по Амурской области
1106	Инспекция Министерства Российской Федерации по налогам и сборам по г.Усинску Республики Коми
1106	Инспекция Федеральной налоговой службы по г. Усинску Республики Коми
1101	Инспекция Федеральной налоговой службы по г. Сыктывкару
2223	Межрайонная инспекция Федеральной налоговой службы России № 14 по Алтайскому краю
2465	Инспекция Федеральной налоговой службы по Советскому району г.Красноярска
4221	Межрайонная инспекция Федеральной налоговой службы по Кузнецкому и Орджоникидзевскому районам г. Новокузнецка Кемеровской области
5190	Инспекция Федеральной налоговой службы по г. Мурманску
6167	Инспекция Федеральной налоговой службы по Пролетарскому району г.Ростова-на-Дону
6195	Межрайонная инспекция Федеральной налоговой службы № 25 по Ростовской области
2000	Управление Федеральной налоговой службы по Чеченской Республике
6230	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №3 по г.Рязани
6230	Межрайонная инспекция Федеральной налоговой службы №3 по Рязанской области
6450	Межрайонная инспекция Федеральной налоговой службы №8 по Саратовской области
2463	Инспекция Министерства Российской Федерации по налогам и сборам по Октябрьскому району г.Красноярска Красноярского края
2463	Инспекция Федеральной налоговой службы по Октябрьскому району г.Красноярска
7602	Инспекция Министерства Российской Федерации по налогам и сборам по Дзержинскому району г.Ярославля
7603	Инспекция Федеральной налоговой службы по Заволжскому району г.Ярославля
1650	Инспекция Федеральной налоговой службы по г. Набережные Челны Республики Татарстан
6449	Межрайонная инспекция Федеральной налоговой службы №7 по Саратовской области
6908	Межрайонная инспекция Федеральной налоговой службы № 3 по Тверской области
2450	Межрайонная инспекция Федеральной налоговой службы № 8 по Красноярскому краю
6168	Инспекция Федеральной налоговой службы по Советскому району г.Ростова-на-Дону
3529	Межрайонная инспекция Федеральной налоговой службы № 1 по Вологодской области
2468	Межрайонная инспекция Федеральной налоговой службы № 23 по Красноярскому краю
2646	Межрайонная инспекция Федеральной налоговой службы № 6 по Ставропольскому краю
2651	Межрайонная инспекция Федеральной налоговой службы № 11 по Ставропольскому краю
2312	Инспекция Федеральной налоговой службы № 5 по г. Краснодару
5038	Межрайонная инспекция Федеральной налоговой службы №3 по Московской области
5410	Инспекция Министерства Российской Федерации по налогам и сборам по Калининскому району г. Новосибирска
5410	Инспекция Федеральной налоговой службы по Калининскому району г. Новосибирска
4221	Инспекция Министерства Российской Федерации по налогам и сборам по Кузнецкому и Орджоникидзевскому районам города Новокузнецка Кемеровской области
5003	Межрайонная инспекция Федеральной налоговой службы №14 по Московской области
0275	Инспекция Федеральной налоговой службы по Ленинскому району г.Уфы
0280	Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан
4632	Инспекция Федеральной налоговой службы по г.Курску
5041	Инспекция Министерства Российской Федерации по налогам и сборам по городу Реутов Московской области
5012	Межрайонная инспекция Федеральной налоговой службы №20 по Московской области
5053	Инспекция Федеральной налоговой службы по г.Электростали Московской области
3453	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 3 по Волгоградской области
3453	Межрайонная инспекция Федеральной налоговой службы № 3 по Волгоградской области
4811	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №4 по Липецкой области
4811	Межрайонная инспекция Федеральной налоговой службы № 4 по Липецкой области
5257	Инспекция МНС России по Канавинскому району г.Нижнего Новгорода
5257	Инспекция Федеральной налоговой службы по Канавинскому району г.Нижнего Новгорода
1651	Межрайонная инспекция Федеральной налоговой службы № 11 по Республике Татарстан
2351	Межрайонная инспекция Федеральной налоговой службы № 5 по Краснодарскому краю Территориальный участок 2351 по Тбилисскому району
2364	Межрайонная инспекция Федеральной налоговой службы № 5 по Краснодарскому краю
2404	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №15 по Красноярскому краю
2404	Межрайонная инспекция Федеральной налоговой службы № 15 по Красноярскому краю
2033	Межрайонная инспекция Федеральной налоговой службы №3 по Чеченской Республике
6445	Межрайонная инспекция Федеральной налоговой службы №6 по Саратовской области
0724	Межрайонная инспекция Федеральной налоговой службы №6 по Кабардино-Балкарской Республике
4250	Межрайонная инспекция Федеральной налоговой службы № 12 по Кемеровской области
5032	Инспекция Федеральной налоговой службы по г.Одинцово Московской области
7817	Инспекция Министерства Российской Федерации по налогам и сборам по Колпинскому району Санкт-Петербурга
3340	Межрайонная инспекция Федеральной налоговой службы № 10 по Владимирской области
2031	Межрайонная инспекция Федеральной налоговой службы №1 по Чеченской Республике
4202	Межрайонная инспекция Федеральной налоговой службы № 3 по Кемеровской области
2452	Инспекция Федеральной налоговой службы по г. Железногорску Красноярского края
2411	Межрайонная инспекция Федеральной налоговой службы №17 по Красноярскому краю, Таймырскому (Долгано-Ненецкому) и Эвенкийскому автономным округам
5258	Инспекция МНС по Ленинскому району г.Нижнего Новгорода
5258	Инспекция Федеральной налоговой службы по Ленинскому району г.Нижнего Новгорода
5034	Межрайонная инспекция Федеральной налоговой службы №10 по Московской области
3022	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №4 по Астраханской области
3022	Межрайонная инспекция Федеральной налоговой службы № 4 по Астраханской области
2501	Межрайонная инспекция Федеральной налоговой службы №4 по Приморскому краю
1831	Инспекция Министерства Российской Федерации по налогам сборам по Октябрьскому району г.Ижевска Удмуртской Республики
1831	Инспекция Федеральной налоговой службы по Октябрьскому району г.Ижевска
1831	Межрайонная инспекция Федеральной налоговой службы № 10 по Удмуртской Республике
8607	Межрайонная инспекция Федеральной налоговой службы № 5 по Ханты-Мансийскому автономному округу - Югре
5030	Инспекция Федеральной налоговой службы по г.Наро-Фоминску Московской области
2709	Межрайонная Инспекция Федеральной налоговой службы № 5 по Хабаровскому краю
5072	Инспекция Федеральной налоговой службы по Луховицкому району Московской области
5072	Межрайонная инспекция Федеральной налоговой службы №8 по Московской области
4710	Инспекция Федеральной налоговой службы по Лужскому району Ленинградской области
5029	Инспекция Федеральной налоговой службы по г.Мытищи Московской области
6639	Межрайонная инспекция Федеральной налоговой службы №18 по Свердловской области
7327	Инспекция Федеральной налоговой службы по Засвияжскому району г.Ульяновска
5020	Инспекция Федеральной налоговой службы по г.Клину Московской области
4027	Инспекция Федеральной налоговой службы по Ленинскому округу г. Калуги
6313	Инспекция Федеральной налоговой службы по Красноглинскому району г. Самары
3256	Межрайонная инспекция Федеральной налоговой службы № 10 по Брянской области
6451	Межрайонная инспекция Федеральной налоговой службы №19 по Саратовской области
2311	Инспекция Федеральной налоговой службы № 4 по г. Краснодару
7609	Межрайонная инспекция Федеральной налоговой службы № 2 по Ярославской области
5610	Инспекция Министерства Российской Федерации по налогам и сборам по Ленинскому району города Оренбурга Оренбургской области
5610	Инспекция Федеральной налоговой службы по Ленинскому району города Оренбурга Оренбургской области
2518	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №8 по Приморскому краю
2509	Межрайонная инспекция Федеральной налоговой службы №8 по Приморскому краю
4633	Межрайонная инспекция Федеральной налоговой службы № 3 по Курской области
6186	Межрайонная инспекция Федеральной налоговой службы №16 по Ростовской области
6186	Межрайонная инспекция Федеральной налоговой службы № 16 по Ростовской области
0105	Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея
3819	Межрайонная инспекция Федеральной налоговой службы №8 по Иркутской области и Усть-Ордынскому Бурятскому автономному округу
6450	Межрайонная инспекция МНС России №14 по Саратовской области
3334	Межрайонная инспекция Федеральной налоговой службы № 4 по Владимирской области
3328	Инспекция Федеральной налоговой службы по Октябрьскому району г. Владимира
5027	Межрайонная инспекция Федеральной налоговой службы №17 по Московской области
4220	Инспекция Федеральной налоговой службы по Куйбышевскому району г. Новокузнецка Кемеровской области
5032	Межрайонная инспекция Федеральной налоговой службы №22 по Московской области
1841	Межрайонная инспекция Министерства Российской Федерации по налогам сборам № 9 по Удмуртской Республике
4437	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 7 по Костромской области
4437	Межрайонная инспекция Федеральной налоговой службы № 7 по Костромской области
5243	Межрайонная инспекция Федеральной налоговой службы № 1 по Нижегородской области
6912	Межрайонная инспекция Федеральной налоговой службы № 5 по Тверской области
5517	Межрайонная инспекция Федеральной налоговой службы №8 по Омской области
5543	Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области
6030	Межрайонная инспекция Федеральной налоговой службы № 3 по Псковской области
0101	Межрайонная инспекция Федеральной налоговой службы №2 по Республике Адыгея
